"id","wrkstat","marital","childs","age","educ","paeduc","maeduc","speduc","degree","sex","race","born","parborn","granborn","income","rincome","polviews","cappun","postlife","happy","hapmar","owngun","news","tvhours","howpaid","ethnic","eth1","eth2","eth3","confinan","conbus","coneduc","conpress","conmedic","contv","agecat","childcat","news1","news2","news3","news4","news5","car1","car2","car3"
1689,"Retired","Widowed",5,83,9,NA,NA,NA,"LT High school","Female","White","Yes","Both in U.S.",0,"$8000 TO 9999",NA,"Slightly liberal","Favor","Yes","Very happy",NA,NA,"Every day",3,NA,"Ireland","Ireland",NA,NA,"A great deal","Only some","A great deal","Hardly any","Hardly any","A great deal","65 or older","5 or more","Yes","No","Yes","No","No","American","Japanese","Korean"
1690,"Working full time","Divorced",2,38,12,10,12,NA,"High school","Male","White","Yes","Father only",2,"$25000 or more","$25000 or more","Slightly conservative","Favor","Yes","Pretty happy",NA,NA,"Few times a week",2,"Monthly salary","Japan","Japan","Germany",NA,NA,NA,"Only some",NA,NA,NA,"35 to 44","1-2","No","No","No","Yes","Yes","American","American","German"
1691,"Retired","Widowed",2,83,10,4,4,NA,"LT High school","Male","White","Yes","Both in U.S.",0,NA,NA,"Moderate","Favor","No","Pretty happy",NA,"No",NA,12,NA,"Germany","Germany",NA,NA,"Hardly any",NA,"A great deal","Hardly any","A great deal","Hardly any","65 or older","1-2","No","No","Yes","No","No","Japanese","American","Japanese"
1692,"Working full time","Married",4,59,12,12,12,12,"LT High school","Male","White","Yes","Both in U.S.",2,"$25000 or more","$20000 - 24999","Slightly conservative","Favor","Yes","Pretty happy","Very happy",NA,"Few times a week",4,"Hourly wage","England and Wales","Germany","England and Wales",NA,"Only some","Only some","Only some","A great deal","A great deal","Only some","55 to 64","3-4","No","No","Yes","No","Yes","American",NA,NA
1693,"School","Never married",0,28,16,12,12,NA,"Junior college","Male","White","Yes","Both in U.S.",2,"LT $1000",NA,"Liberal","Favor","Yes","Pretty happy",NA,"No","Less than once a week",5,NA,"Ireland","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,"25 to 34","None","No","No","Yes","No","No","American","American","Other"
1694,"Working full time","Married",1,43,12,12,NA,12,"High school","Female","White","Yes","Both in U.S.",1,"$25000 or more","$15000 - 19999","Moderate","Favor","No","Very happy","Pretty happy","Yes","Every day",2,"Hourly wage","Germany","Germany",NA,NA,NA,NA,NA,NA,NA,NA,"35 to 44","1-2","Yes","No","No","No","No","Korean","American",NA
1695,"Working full time","Married",0,44,12,NA,NA,9,"High school","Male","White","Yes","Both in U.S.",NA,"$25000 or more","$25000 or more","Slightly conservative","Favor","Yes","Very happy","Very happy",NA,"Never",3,"Hourly wage",NA,NA,NA,NA,"A great deal","A great deal","A great deal","A great deal","A great deal","Only some","35 to 44","None","No","No","Yes","No","Yes","American","American",NA
1696,"Other","Divorced",4,60,10,NA,12,NA,"LT High school","Female","White","Yes","Both in U.S.",0,"$3000 TO 3999",NA,"Slightly conservative",NA,"Yes","Pretty happy",NA,"No",NA,4,NA,"American Indian","Germany","England and Wales","American Indian","Only some","Only some","Only some","A great deal","Only some","Only some","55 to 64","3-4","No","No","Yes","No","No","Japanese","American","German"
1697,"Working full time","Divorced",2,36,13,6,9,NA,"Junior college","Female","White","Yes","Both in U.S.",0,"$10000 - 14999","$10000 - 14999","Extremely conservative","Favor","Yes","Pretty happy",NA,"No","Once a week",1,"Annual salary","American Indian","American Indian","Germany","Italy",NA,NA,NA,NA,NA,NA,"35 to 44","1-2","No","Yes","No","Yes","Yes","Other","Korean","Japanese"
1698,"Working full time","Separated",1,40,12,12,12,NA,"High school","Male","Black","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Slightly liberal","Oppose","Yes","Pretty happy",NA,NA,"Few times a week",4,"Weekly wage","Africa","Africa",NA,NA,"Only some","Only some","Only some","Hardly any","Only some","Hardly any","35 to 44","1-2","No","No","Yes","No","Yes","Japanese","German",NA
1699,"Working full time","Never married",0,33,15,10,12,NA,"Junior college","Male","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Slightly conservative","Favor","Yes","Pretty happy",NA,"Yes",NA,1,NA,"England and Wales","England and Wales",NA,NA,"Only some","A great deal","Only some","Only some","Only some","Only some","25 to 34","None","No","No","No","No","No","American","Korean",NA
1700,"Working full time","Divorced",3,41,10,9,NA,NA,"LT High school","Female","White","Yes","Both in U.S.",4,"$10000 - 14999","$10000 - 14999","Moderate","Favor",NA,"Pretty happy",NA,NA,"Every day",1,NA,NA,"Czechoslovakia","Yugoslavia",NA,"A great deal","A great deal","A great deal","A great deal","A great deal","A great deal","35 to 44","3-4","Yes","No","No","No","No","Japanese","Korean","Japanese"
1701,"Working full time","Divorced",1,46,19,14,13,NA,"Graduate","Male","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Conservative",NA,"Yes","Not too happy",NA,"No","Once a week",3,NA,"Scotland","Scotland","England and Wales","Germany",NA,NA,NA,NA,NA,NA,"45 to 54","1-2","No","Yes","Yes","No","Yes","German","American","German"
1702,"Working full time","Married",3,53,13,8,2,12,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$15000 - 19999","Slightly conservative","Favor","Yes","Very happy","Very happy","No",NA,3,NA,"American Indian","American Indian",NA,NA,"Only some","Only some","Only some","Hardly any","Only some","Only some","45 to 54","3-4","No","No","Yes","No","No","Other",NA,NA
1703,"Working full time","Separated",4,33,12,NA,12,NA,"High school","Female","White","Yes","Both in U.S.",2,"$25000 or more","$8000 TO 9999","Liberal","Favor","Yes","Pretty happy",NA,"No","Few times a week",5,NA,"Ireland","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,"25 to 34","3-4","No","No","Yes","No","No","American","American","Japanese"
1704,"Working full time","Married",0,40,14,NA,NA,13,"Junior college","Female","White","Yes","Both in U.S.",0,"$25000 or more","$8000 TO 9999","Slightly liberal","Favor",NA,"Very happy","Very happy","Yes",NA,NA,"Other pay rate","American Indian","Germany","Ireland","American Indian","Only some","Only some","Only some","Only some","Only some","Only some","35 to 44","None","No","No","No","No","No","American","German","Other"
1705,"Working full time","Divorced",6,64,13,NA,NA,NA,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Slightly liberal","Favor","Yes","Very happy",NA,"No","Few times a week",3,"Other pay rate","Ireland","Austria","Scotland","Ireland",NA,NA,NA,NA,NA,NA,"55 to 64","5 or more","No","No","Yes","No","Yes","Japanese",NA,NA
1706,"Retired","Widowed",8,77,14,NA,NA,NA,"High school","Female","White","Yes","Both in U.S.",4,NA,NA,"Extremely conservative","Oppose","Yes","Pretty happy",NA,NA,"Every day",5,NA,"French Canada","France","Denmark","French Canada","Only some","Only some","Only some","Only some","Only some","Only some","65 or older","5 or more","Yes","No","Yes","No","No","Japanese","Japanese","Other"
1707,"Working full time","Married",3,57,14,8,8,16,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Conservative","Favor","Yes","Pretty happy","Very happy",NA,"Few times a week",0,"Hourly wage","Germany","France","Germany",NA,"Only some","Only some","Only some","Hardly any","Only some","Hardly any","55 to 64","3-4","No","No","No","Yes","Yes","Japanese","American",NA
1708,"Retired","Divorced",2,48,15,12,11,NA,"Junior college","Female","White","Yes","Both in U.S.",0,"$20000 - 24999","$20000 - 24999","Moderate","Favor","Yes","Pretty happy",NA,"No",NA,4,NA,"Germany","Germany",NA,NA,"Only some","Only some","Only some","Hardly any","Only some","Hardly any","45 to 54","1-2","No","No","Yes","No","No","Japanese","Japanese","Japanese"
1709,"Retired","Divorced",3,65,12,16,12,NA,"High school","Female","White","Yes","Both in U.S.",2,"$10000 - 14999",NA,"Moderate","Favor","No","Pretty happy",NA,"Yes","Every day",2,NA,"Germany","Germany",NA,NA,NA,NA,NA,NA,NA,NA,"65 or older","3-4","Yes","No","No","No","No","American","American",NA
1710,"Working full time","Married",2,61,12,3,6,12,"High school","Male","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Moderate","Favor","Yes","Pretty happy","Pretty happy",NA,"Once a week",1,"Hourly wage","England and Wales","England and Wales",NA,NA,"Only some","Only some","A great deal","Only some","A great deal","Hardly any","55 to 64","1-2","No","Yes","No","Yes","Yes","American","American","American"
1711,"Working full time","Never married",0,25,17,20,12,NA,"Junior college","Female","White","Yes","Mother only",1,NA,"$5000 TO 5999","Moderate","Favor","Yes","Pretty happy",NA,NA,"Never",3,NA,"Italy","Italy","Poland",NA,"A great deal","A great deal","A great deal","A great deal","A great deal","A great deal","25 to 34","None","No","No","Yes","No","Yes","Japanese",NA,NA
1712,"Working full time","Married",2,43,12,NA,NA,15,"High school","Male","White","Yes","Both in U.S.",0,NA,NA,"Slightly conservative","Favor","Yes","Pretty happy","Pretty happy","Yes","Less than once a week",2,"Weekly wage","Germany","Germany",NA,NA,NA,NA,NA,NA,NA,NA,"35 to 44","1-2","No","No","No","Yes","Yes","Other",NA,NA
1713,"Working full time","Married",1,34,16,NA,14,12,"Bachelor","Male","White","Yes","Both in U.S.",4,"$25000 or more","$25000 or more","Slightly conservative","Favor","Yes","Pretty happy","Very happy",NA,"Every day",1,"Hourly wage",NA,"Other","Italy",NA,"Only some","A great deal","Hardly any","Hardly any","A great deal","Hardly any","25 to 34","1-2","Yes","No","No","No","No","Korean",NA,NA
1714,"Working part-time","Married",2,38,12,12,12,14,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$8000 TO 9999","Moderate","Favor","Yes","Very happy","Very happy","Yes","Every day",2,"Other pay rate","Italy","Italy","Germany",NA,NA,NA,NA,NA,NA,NA,"35 to 44","1-2","Yes","No","No","No","No","German","American","Japanese"
1715,"Keeping house","Married",2,40,12,NA,12,16,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$7000 TO 7999","Moderate","Oppose",NA,"Very happy","Very happy",NA,"Every day",2,NA,"Ireland","Ireland",NA,NA,"A great deal","A great deal","Only some","Only some","A great deal","Only some","35 to 44","1-2","Yes","No","No","No","No","German","Korean","American"
1716,"Working full time","Separated",0,45,20,16,12,NA,"Graduate","Female","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Conservative","Oppose","Yes","Not too happy",NA,"Yes","Every day",2,"Annual salary","England and Wales","England and Wales","Germany","France",NA,NA,NA,NA,NA,NA,"45 to 54","None","Yes","No","No","No","No","American","American","American"
1717,"Working full time","Married",2,35,12,12,12,12,"High school","Male","White","Yes","Neither in U.S.",4,"$25000 or more","$25000 or more","Slightly conservative","Favor","No","Not too happy","Very happy",NA,"Less than once a week",4,"Annual salary","Other Spanish","Other Spanish","Spain",NA,"Only some","Hardly any","Hardly any","Only some","A great deal","Hardly any","35 to 44","1-2","No","No","Yes","No","Yes","Japanese","Korean","Swedish"
1718,"Working full time","Married",2,51,14,12,12,12,"High school","Male","White","Yes","Both in U.S.",3,"$25000 or more","$25000 or more","Conservative","Favor","No","Pretty happy","Pretty happy","No",NA,3,NA,"Germany","Germany",NA,NA,"Only some","Only some","A great deal","Only some","A great deal","Only some","45 to 54","1-2","No","No","Yes","No","No","American",NA,NA
1719,"Working full time","Never married",0,20,13,12,12,NA,"High school","Male","Other","Yes","Neither in U.S.",4,NA,"$15000 - 19999","Moderate","Favor",NA,"Pretty happy",NA,"No",NA,NA,"Hourly wage","China","China",NA,NA,"Only some","Only some","Only some","Only some","Only some","Only some","Less than 25","None","No","No","No","No","No","American","Swedish","Japanese"
1720,"Working full time","Married",0,32,13,12,12,12,"High school","Male","White","Yes","Both in U.S.",0,"$25000 or more","$20000 - 24999","Slightly conservative","Oppose","Yes","Pretty happy","Pretty happy",NA,"Every day",2,"Other pay rate","Spain","Spain","England and Wales",NA,"Hardly any","Only some","Hardly any","Hardly any","Only some","Hardly any","25 to 34","None","Yes","No","No","No","No","American","American","American"
1721,"Other","Married",2,61,12,NA,NA,12,"High school","Male","White","Yes","Both in U.S.",4,"$25000 or more","$25000 or more","Slightly liberal","Favor","Yes","Pretty happy","Pretty happy","No",NA,3,NA,"Ireland","Ireland",NA,NA,"Only some","Only some","Only some","Only some","Only some","Only some","55 to 64","1-2","No","No","Yes","No","No","American","German","American"
1722,"Working full time","Never married",0,36,16,12,12,NA,"Junior college","Female","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Slightly liberal","Favor","No","Pretty happy",NA,"Yes","Few times a week",2,NA,"Germany","Germany",NA,NA,NA,NA,NA,NA,NA,NA,"35 to 44","None","No","No","No","Yes","Yes","American",NA,NA
1723,"Keeping house","Married",0,42,12,14,13,12,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more",NA,"Slightly liberal","Favor",NA,"Very happy","Very happy","Yes",NA,NA,NA,"England and Wales","England and Wales","Netherlands",NA,"Only some","Only some","Hardly any","Hardly any","Only some","Hardly any","35 to 44","None","No","No","No","No","No","Japanese","American","Swedish"
1724,"Working full time","Married",2,45,12,12,12,14,"High school","Female","White","Yes","Both in U.S.",0,"$25000 or more","$25000 or more","Slightly conservative","Oppose",NA,"Very happy","Very happy","Yes",NA,NA,"Annual salary","American only","American only",NA,NA,"A great deal","A great deal","Only some","Hardly any","A great deal","Hardly any","45 to 54","1-2","No","No","No","No","No","German","Japanese","Other"
1725,"Keeping house","Married",2,56,12,8,12,16,"High school","Female","White","No","Neither in U.S.",4,"$25000 or more","$20000 - 24999",NA,"Favor","No","Pretty happy","Very happy","No","Once a week",4,NA,"Hungary","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,"55 to 64","1-2","No","Yes","Yes","No","Yes","German","American","Korean"
1726,"Keeping house","Widowed",6,89,12,NA,12,NA,"LT High school","Female","White","Yes","Both in U.S.",1,NA,NA,"Extremely conservative","Oppose","Yes","Not too happy",NA,"No",NA,NA,NA,"Ireland","Ireland",NA,NA,"A great deal","A great deal","A great deal","A great deal","A great deal","A great deal","65 or older","5 or more","No","No","No","No","No","Japanese","American","Japanese"
1727,"Retired","Divorced",0,78,15,12,NA,NA,"High school","Male","White","Yes","Neither in U.S.",4,"$25000 or more",NA,"Moderate","Favor",NA,"Not too happy",NA,"No",NA,NA,NA,"Russia","Russia",NA,NA,"Hardly any","Hardly any","Only some","Only some","Only some","Only some","65 or older","None","No","No","No","No","No","American","American","American"
1728,"Working full time","Divorced",3,56,15,14,12,NA,"Junior college","Male","White","Yes","Both in U.S.",4,"$25000 or more","$25000 or more","Slightly liberal","Oppose","Yes","Pretty happy",NA,NA,"Every day",3,"Other pay rate","Ireland","Ireland",NA,NA,"Only some","Only some","Only some","Hardly any","A great deal","Hardly any","55 to 64","3-4","Yes","No","Yes","No","No","American","Swedish","American"
1729,"Working full time","Divorced",1,39,12,12,12,NA,"High school","Female","White","No","Neither in U.S.",4,"$25000 or more","$25000 or more",NA,"Favor",NA,"Pretty happy",NA,"No",NA,3,"Weekly wage","Other","Other",NA,NA,"Only some","Only some","Only some","Only some","Only some","Only some","35 to 44","1-2","No","No","Yes","No","No","American","American","Japanese"
1730,"Keeping house","Married",7,60,10,NA,NA,12,"LT High school","Female","Other","No","Neither in U.S.",4,NA,NA,"Conservative","Favor","No","Pretty happy","Very happy",NA,"Once a week",2,NA,"Other","Other",NA,NA,"Only some","A great deal","A great deal","Only some","A great deal","Hardly any","55 to 64","5 or more","No","Yes","No","Yes","Yes","American","Other","Other"
1731,"Working full time","Married",1,34,12,NA,5,17,"High school","Female","Black","No","Neither in U.S.",4,"$25000 or more","$20000 - 24999","Conservative","Oppose","No","Pretty happy","Pretty happy",NA,"Few times a week",2,"Hourly wage","Non-Span Windies","Non-Span Windies",NA,NA,"Only some","Only some","Only some","Only some","Only some","Hardly any","25 to 34","1-2","No","No","No","Yes","Yes","American","American",NA
1732,"Working full time","Married",1,40,14,18,12,14,"High school","Male","White","Yes","Both in U.S.",2,"$25000 or more","$25000 or more","Liberal","Favor",NA,"Very happy","Very happy","No",NA,NA,"Annual salary","Italy","France","Italy",NA,"Only some","Only some","Hardly any","Hardly any","A great deal","Hardly any","35 to 44","1-2","No","No","No","No","No","Korean","Japanese","Other"
